Identification,OnSaleIndicator,Name,PCAMarketingState.LastMarketedDate,PCAMarketingState.MarketingState,PCAMarketingState.Identification,PCAMarketingState.FirstMarketedDate,PCAMarketingState.FeaturesAndBenefits.MobileWallet.Type,PCAMarketingState.FeaturesAndBenefits.MobileWallet.Notes.0,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Type,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Identification,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Name,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.FeatureBenefitEligibility.Type,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.FeatureBenefitEligibility.Description,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.FeatureBenefitEligibility.Name,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Textual,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Indicator,PCAMarketingState.FeaturesAndBenefits.Card.Type,PCAMarketingState.FeaturesAndBenefits.Card.Scheme,PCAMarketingState.FeaturesAndBenefits.Card.ContactlessIndicator,PCAMarketingState.Eligibility.CreditCheck.ScoringType,PCAMarketingState.Eligibility.ResidencyEligibility.ResidencyType,PCAMarketingState.Eligibility.ResidencyEligibility.ResidencyIncluded.0,PCAMarketingState.Eligibility.ResidencyEligibility.OtherResidencyType.Description,PCAMarketingState.Eligibility.ResidencyEligibility.OtherResidencyType.Name,PCAMarketingState.Eligibility.ResidencyEligibility.Notes.0,PCAMarketingState.OtherFeesCharges.FeeChargeCap.MinMaxType,PCAMarketingState.OtherFeesCharges.FeeChargeCap.FeeCapAmount,PCAMarketingState.OtherFeesCharges.FeeChargeCap.FeeType.0,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.ApplicationFrequency,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeType,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.CalculationFrequency,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeCategory,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeAmount,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.Notes.0,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.Notes.1,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeRate,PCAMarketingState.CoreProduct.ProductDescription,PCAMarketingState.CoreProduct.ProductURL,PCAMarketingState.CoreProduct.TcsAndCsURL,PCAMarketingState.CoreProduct.MonthlyMaximumCharge,PCAMarketingState.CoreProduct.ServicingAccessChannels.0,PCAMarketingState.CoreProduct.ServicingAccessChannels.1,PCAMarketingState.CoreProduct.ServicingAccessChannels.2,PCAMarketingState.CoreProduct.ServicingAccessChannels.3,PCAMarketingState.CoreProduct.ServicingAccessChannels.4,PCAMarketingState.CoreProduct.ServicingAccessChannels.5,PCAMarketingState.CoreProduct.ServicingAccessChannels.6,PCAMarketingState.CoreProduct.SalesAccessChannels.0,PCAMarketingState.CoreProduct.SalesAccessChannels.1,Segment.0,PCAMarketingState.Eligibility.OtherEligibility.Type,PCAMarketingState.Eligibility.OtherEligibility.Textual,PCAMarketingState.Eligibility.OtherEligibility.Indicator,PCAMarketingState.Eligibility.OtherEligibility.Name,PCAMarketingState.Eligibility.OtherEligibility.Notes.0,PCAMarketingState.CoreProduct.ServicingAccessChannels.7,PCAMarketingState.CoreProduct.SalesAccessChannels.2,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.FeatureBenefitEligibility.OtherType.Description,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.FeatureBenefitEligibility.OtherType.Name,PCAMarketingState.Eligibility.OtherEligibility.Amount,PCAMarketingState.Eligibility.OtherEligibility.Period,PCAMarketingState.Eligibility.OtherEligibility.OtherType.Description,PCAMarketingState.Eligibility.OtherEligibility.OtherType.Name,PCAMarketingState.Eligibility.AgeEligibility.MinimumAge,PCAMarketingState.Eligibility.AgeEligibility.Notes.0,PCAMarketingState.CoreProduct.SalesAccessChannels.3,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.Type,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.Name,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.FeatureBenefitItem.Type,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.FeatureBenefitItem.Textual,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.FeatureBenefitItem.Identification,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.FeatureBenefitItem.Name,PCAMarketingState.Notes.0,PCAMarketingState.Notes.1,PCAMarketingState.PredecessorID,PCAMarketingState.StateTenurePeriod,PCAMarketingState.StateTenureLength,PCAMarketingState.CreditInterest.TierBandSet.Destination,PCAMarketingState.CreditInterest.TierBandSet.TierBandMethod,PCAMarketingState.CreditInterest.TierBandSet.TierBand.TierValueMinimum,PCAMarketingState.CreditInterest.TierBandSet.TierBand.FixedVariableInterestRateType,PCAMarketingState.CreditInterest.TierBandSet.TierBand.ApplicationFrequency,PCAMarketingState.CreditInterest.TierBandSet.TierBand.CalculationFrequency,PCAMarketingState.CreditInterest.TierBandSet.TierBand.AER
"WY",false,"Select Platinum Account","2015-10-12","Regular",,,,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","0","Charge - Payment delivery","Standard International Payment: Outward Euro Payment made via Branch, Post/Fax, Telephony £0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WY",false,"Select Platinum Account","2015-10-12","Regular",,,,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","ForeignChqDraft","PerTransaction","International","8","Charge","Foreign Drafts - Up to and including £100: £8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WY",false,"Select Platinum Account","2015-10-12","Regular",,,,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","ForeignChqDraft","PerTransaction","International","20","Charge","Foreign Drafts - Over £100: £20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WY",false,"Select Platinum Account","2015-10-12","Regular",,,,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayFXPaymentIn","PerTransaction","International","1","Charge - Payment delivery","International Payments - Inwards Non-Euro Payments Up to and including £100: £1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WY",false,"Select Platinum Account","2015-10-12","Regular",,,,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayFXPaymentIn","PerTransaction","International","7","Charge - Payment delivery","International Payments - Inwards Non-Euro Payments Over £100: £7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WY",false,"Select Platinum Account","2015-10-12","Regular",,,,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","5","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: Up to and including £100 - £5\n(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WY",false,"Select Platinum Account","2015-10-12","Regular",,,,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","10","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: £100.01 to £5,000 - £10\n(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WY",false,"Select Platinum Account","2015-10-12","Regular",,,,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","30","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: £5,000.01 to £20,000 - £30(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WY",false,"Select Platinum Account","2015-10-12","Regular",,,,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","60","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: Above £20,000 - £60\n(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WY",false,"Select Platinum Account","2015-10-12","Regular",,,,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","23","Charge - Payment delivery","Urgent International Payment: Outwards Euro Payment made via Branch, Post/Fax, Telephone £23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WY",false,"Select Platinum Account","2015-10-12","Regular",,,,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","0","Charge - Payment delivery","Standard International Payment: Outward Payment in any currency made via Mobile Banking/Online Banking £0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WY",false,"Select Platinum Account","2015-10-12","Regular",,,,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","15","Charge - Payment delivery","Urgent International Payment: Outward Payment in any currency made via Online Banking/Mobile Banking £15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WY",false,"Select Platinum Account","2015-10-12","Regular",,,,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayFXPaymentIn","PerTransaction","International","0","Charge - Payment delivery","International Payment - Inwards Euro Payment of any Value: £0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WY",false,"Select Platinum Account","2015-10-12","Regular","1","2012-11-04",,,,,,,,,,,,,,,"Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,,,,,,,,,"With this account you can get mobile phone insurance, worldwide travel insurance and car breakdown cover, as well as much more.\n\nYou also get all the time-saving features of our Select everyday bank account, such as 24/7 Digital Banking and our easy-to-use Mobile Banking app.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,"ApplePay","Android Pay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,"MobileBankingApp","Android Pay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,"Other","Android Pay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,"PayM","Android Pay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"Other","116905","CardScheme",,,,"MasterCard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"Cashback","116915","Cashback",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"AccountManagement","116916","OverdraftAvailable",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"AccountManagement","116917","PackagedAccountBenefits",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"AccountManagement","116906","RegularFee",,,,"None",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"AccountManagement","116918","SetOffArrangement",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"Rewards","116919","Rewards",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"AccountManagement","116920","ChequeBookAvailable",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"AccountManagement","116921","CreditInterestRatePayable",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"Other","116907","Currency",,,,"GBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"AccountOpeningOrSwitching Incentive","116922","CurrentAccountSwitchService",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"AccountManagement","116923","DebitCard",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"AccountManagement","116924","DirectDebits",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"AccountManagement","116908","ElectronicPayments",,,,"BACS; Faster Payments; Domestic Payments; International Payments; CHAPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"AccountManagement","116925","InstantAccess",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"AccountManagement","116909","JointAccountAvailability",,,,"Sole and Joint",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"Other","116910","NegotiableTariffOptions",,,,"N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"AccountManagement","116911","PaymentClearingSystemSupported",,,,"BACS; CHAPS; International systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"AccountManagement","116926","QuickDepositsServiceAvailability",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"AccountManagement","116927","StandingOrderAvailability",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"AccountManagement","116928","TextAlerts",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"AccountManagement","116929","TransfersAllowed",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"AccountManagement","116930","DigitalServices",,,,"On-line Banking, Moblie App, Apple Pay, Android Pay, PayM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,"AccountManagement","116931","AutoTransfers",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,,,,,,,,,"DebitCard","MasterCard",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier",,,,,,,,,,,,,,,,,,"Hard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","This account is for our Premier Banking customers.",true,"Premier Banking customer only","This account is for our Premier Banking customers.",,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,"Minimum","3","ServiceCOther",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,"Maximum","50","ServiceCOther",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","IntlPayTransNonSterling","PerTransaction","Transaction",,"Fee - Non-sterling transaction","2.75% Non-Sterling Transaction Fee on foreign currency withdrawal (UK cash machines), and \ncash withdrawals or buying currency/travellers cheques outside the UK. Also applies to payments made in a foreign currency inside or outside the UK. Customers with Black, Reward Black, Reward Platinum and Reward Silver debit cards will not be charged this fee on point of sale transactions.","2.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerItem","ReportStatementCopy1","PerItem","Report","3","Charge - Duplicate statement","Copy statements £3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerItem","DraftsBankers","PerItem","BankersDrafts","20","Fee - Bankers draft issuance","UK Bankers Draft £20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","CHAPSOutInterBranch","PerTransaction","PaymentScheme","21","Fee - CHAPS (between RBS branches)","CHAPS payment (within NatWest) £20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","CHAPSOutInterBank","PerTransaction","PaymentScheme","23","Fee - CHAPS (between Banks)","CHAPS payment (to another bank) £23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerItem","ReportReference","PerItem","Report","10","Fee","Banker’s Reference £10 each request",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","ServiceCOther","PerTransaction","Cheque",,"Fee","Sterling Travellers cheques 1% of value (min £3, max £50)","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","22","Charge - Payment delivery","Standard International Payment: Outwards Non-Euro Payment made via Branch, Post/Fax, Telephone £22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","30","Charge - Payment delivery","Urgent International Payment: Outward non-Euro Payment made via Branch, Post/Fax, Telephone £30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","8.50","Charge - Payment delivery","International Payment Outward Payment Agents’ Charges £8.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","12.50","Charge - Payment delivery","International Payment: Outward Payment Agents Charge £12.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","0","Charge - Payment delivery","Standard International Payment: Outward Euro Payment made via Branch, Post/Fax, Telephony £0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","ForeignChqDraft","PerTransaction","International","8","Charge","Foreign Drafts - Up to and including £100: £8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","ForeignChqDraft","PerTransaction","International","20","Charge","Foreign Drafts - Over £100: £20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","IntlPayFXPaymentIn","PerTransaction","International","1","Charge - Payment delivery","International Payments - Inwards Non-Euro Payments Up to and including £100: £1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","IntlPayFXPaymentIn","PerTransaction","International","7","Charge - Payment delivery","International Payments - Inwards Non-Euro Payments Over £100: £7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","5","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: Up to and including £100 - £5\n(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","10","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: £100.01 to £5,000 - £10\n(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","30","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: £5,000.01 to £20,000 - £30(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","60","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: Above £20,000 - £60\n(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
"ZK",true,"Select Private/Select Premier","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard",,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","23","Charge - Payment delivery","Urgent International Payment: Outwards Euro Payment made via Branch, Post/Fax, Telephone £23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible for current account",,,,,,,,,,,,,,,,,,,
